epoch,val_auc,val_logloss,val_pr_auc
1,0.9729167041894291,0.010958165953990476,0.27498272082405295
1,0.9729167041894291,0.010958165953990476,0.27498272082405295
2,0.9732401428285893,0.010796596882262519,0.2794765271745929
1,0.9729167041894291,0.010958165953990476,0.27498272082405295
3,0.9734363433294705,0.010703294115122114,0.2829051149050803
2,0.9732401428285893,0.010796596882262519,0.2794765271745929
3,0.9734363433294705,0.010703294115122114,0.2829051149050803
1,0.9728356813994385,0.010965108527315071,0.2730720993202983
2,0.9732156343926929,0.010725095523447793,0.28151829804759143
3,0.9733172828536891,0.010736442059184673,0.27940747450742254
1,0.9733131140937893,0.011047778518421529,0.28205046173775694
1,0.9665667467545302,0.6881705221576964,0.2205236094372699
2,0.9736001239147609,0.010670631433743487,0.28446327477496197
2,0.9667194488208596,0.6860814947477394,0.22151911720762452
3,0.9735718421861187,0.010695059142028613,0.2860966158992357
3,0.9667811049860598,0.6844939932845122,0.22213337367157626
1,0.9726952764969262,0.010819672301255792,0.27899046966676694
1,0.973173791675781,0.010759114688839127,0.2822666363577044
2,0.973070179786404,0.010740451065195339,0.2826670648012695
2,0.9732270944714175,0.010728812923140542,0.2853206354665072
3,0.9730825285008022,0.010673802672720027,0.28594617462004884
3,0.9734128755782099,0.010648930933234296,0.28723877033564027
1,0.7714746020094546,0.020579213780919633,0.1345551515948201
2,0.9339839125649214,0.013293007402026952,0.17104090832438676
3,0.9666372740482567,0.011441825388291783,0.24946907611459657
1,0.9665482912192451,0.6881695667395994,0.22041767152366853
2,0.9666996462110127,0.6860813354231821,0.22150579636729678
3,0.966559398834955,0.6881695000836306,0.22044556983211094
1,0.9731474775321962,0.010770780913645686,0.2776823560742727
2,0.9729888473044533,0.010713975210966535,0.28176255027518726
3,0.9730120174453146,0.010694099166532623,0.28445046502536814
1,0.9729107421141817,0.010805392275145998,0.27459416422705474
1,0.9727575555811651,0.010832941660895375,0.2686106982985693
1,0.9734179049259157,0.010764630435538136,0.2850250322584792
1,0.9729107421141817,0.010805392275145998,0.27459416422705474
2,0.9729928958703086,0.010753276749945898,0.2799768439807798
2,0.9730924403528111,0.010731122475710527,0.2828308251979884
2,0.9732953164402584,0.010688273176378667,0.28498739288493874
2,0.9729928958703086,0.010753276749945898,0.2799768439807798
3,0.9731858585906955,0.010670405097761666,0.28461239767900476
3,0.973129188264045,0.010691572463406613,0.28245996158193015
3,0.973058147834205,0.010677089032754394,0.2860989225515092
3,0.9731858585906955,0.010670405097761666,0.28461239767900476
1,0.9729107421141817,0.010805392275145998,0.27459416422705474
1,0.9726528072093136,0.010837500307646911,0.27261416792357823
1,0.9734179049259157,0.010764630435538136,0.2850250322584792
1,0.9726400880843744,0.010947376994592521,0.27084703208016814
2,0.9729928958703086,0.010753276749945898,0.2799768439807798
2,0.9731719866285002,0.01071516191119404,0.284493837809104
2,0.9732953164402584,0.010688273176378667,0.28498739288493874
2,0.9729993152578684,0.010783977906155939,0.28388997119512377
3,0.9731858585906955,0.010670405097761666,0.28461239767900476
3,0.9730633636108766,0.010662697902692609,0.2856855864705365
3,0.973058147834205,0.010677089032754394,0.2860989225515092
3,0.9731060557663732,0.010671219655099446,0.2858731628126502
1,0.9729107421141817,0.010805392275145998,0.27459416422705474
1,0.972699656237387,0.010830442740882932,0.2762587873895534
1,0.9734179049259157,0.010764630435538136,0.2850250322584792
2,0.9729928958703086,0.010753276749945898,0.2799768439807798
2,0.9728488234178394,0.010753717546751787,0.2827902117548363
2,0.9732953164402584,0.010688273176378667,0.28498739288493874
3,0.9731858585906955,0.010670405097761666,0.28461239767900476
3,0.9733652653729834,0.010664439597270215,0.28536486960376106
3,0.973058147834205,0.010677089032754394,0.2860989225515092
1,0.9735149990271135,0.010738347980498877,0.2833681282780918
2,0.9735208672468953,0.010691792086475752,0.28490387640137926
3,0.9732836460802267,0.010666505872371342,0.28644494515263885
1,0.9736112553439648,0.01072879280491098,0.2832944976561811
2,0.9733584124477573,0.010716209536296475,0.2847775676261931
3,0.9731493509510087,0.010666872216927498,0.2859676292419512
1,0.8997739828062843,0.016936764244276797,0.1686587458385349
1,0.9736550655682396,0.010726624825805513,0.28323522061604023
2,0.9510910293216539,0.012316391641365788,0.20618711137703205
2,0.9734982250041828,0.010744084880873554,0.28415262139016795
3,0.9619683742971324,0.011611123028345743,0.2438901957245746
3,0.973293854649144,0.010668213776879647,0.2869352297849138
1,0.9494949171279512,0.013810010551311204,0.11132062861225385
2,0.9618022782477692,0.011920149726338121,0.2246114488836755
3,0.9516932481025382,0.012093571667131656,0.23011120565730764
1,0.9341233310915488,0.014940276918149425,0.08736120426163385
2,0.9208552356639925,0.013594711561903927,0.15999589813048581
3,0.9586114507373705,0.012261621012961906,0.21726944596993628
1,0.9729351695531224,0.010836733476689148,0.27918591275021987
1,0.5118600870691936,0.034271335573698554,0.08083733260205526
2,0.9732208363008212,0.0106714263693192,0.28376453712878896
2,0.7927713476387945,0.019048706978465856,0.13769671485961757
3,0.973231563056022,0.010654542077822706,0.28674312728630896
3,0.8894157388169677,0.014445527984671979,0.16652896355955907
1,0.9731202396736816,0.010896120745169761,0.2770655149332904
1,0.5670163820159976,0.03075699946060525,0.07617427406905339
2,0.9729988051907038,0.010935626463784353,0.28320919581493315
2,0.7335719089711199,0.02205740617019594,0.10073139219560565
3,0.972518110008873,0.010732813493950675,0.2849774760788848
3,0.8295890141506317,0.019552524900037532,0.15879817757733938
1,0.6024044970379772,0.027415993648176203,0.0678687811239266
2,0.7354329812834068,0.021483713567845786,0.14472377139630035
3,0.792131452142729,0.018851362297017796,0.15749609619117672
1,0.9732656907836978,0.010738959904578826,0.28355115634042605
1,0.96065746796485,0.2977059826076439,0.22930250805095762
2,0.973285419427979,0.010682107882798804,0.28580044452129333
2,0.9568824442538979,0.2124653098573807,0.2314894338059248
3,0.9732310925744204,0.01067291036863133,0.2874508955226633
3,0.9586868405289576,0.16789137703306115,0.23420292341781512
1,0.9732656907836978,0.010738959904578826,0.28355115634042605
1,0.9633674832071705,0.04761884936010439,0.24823490519168054
2,0.973285419427979,0.010682107882798804,0.28580044452129333
2,0.9638276092022036,0.02944902331301236,0.25385107337176
3,0.9732310925744204,0.01067291036863133,0.2874508955226633
3,0.964356981573628,0.02314506545879035,0.2575452185833197
1,0.9732656907836978,0.010738959904578826,0.28355115634042605
1,0.9643013720934454,0.02247487339173598,0.2570277416982124
2,0.973285419427979,0.010682107882798804,0.28580044452129333
2,0.9657995312297379,0.01645443534795696,0.2600163556775076
3,0.9732310925744204,0.01067291036863133,0.2874508955226633
3,0.9651489259548119,0.014492677122566638,0.26069179860949826
1,0.9727507911116081,0.010894391904070532,0.27317925219082984
2,0.9720303197655915,0.010875364119328145,0.28216138790582046
3,0.9730858339147259,0.010686743796632106,0.28650664022282346
1,0.972734152860554,0.010957373091629431,0.26786969245980097
2,0.9721268903972506,0.01099031923537455,0.2778837799219299
3,0.9730454974304245,0.010745105895313032,0.2824540673213748
1,0.9726484096378676,0.010935985264778101,0.2635544508719078
2,0.9724277747055032,0.011008036565390754,0.27882975676426935
3,0.97357731319061,0.0107350572358067,0.2826906436793043
